review_id,restaurant_name,address,cuisine,price_range,dish_mentioned,review_text,rating,sentiment_label,sentiment_score,reviewer,visit_month,visit_year,tags
91,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Momos,"Clean restaurant, friendly owner, and delicious Momos. Totally worth it. Loved every bite.",4,positive,0.5185,Reviewer_0091,September,2025,"bar, grilled, dinner, late_night, non_veg"
92,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Cocktails,Such a hidden gem in Majhitar! The Cocktails blew my mind. Prices are reasonable too.,4,positive,0.5055,Reviewer_0092,December,2024,"bar, grilled, dinner, late_night, non_veg"
93,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,Food is neither great nor bad. The Fried Rice was standard. Would visit if nothing else is available.,3,neutral,-0.0141,Reviewer_0093,March,2023,"bar, grilled, dinner, late_night, non_veg"
94,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Momos,Great place to stop while traveling to Gangtok. The Momos here is amazing. Will visit again.,4,positive,0.599,Reviewer_0094,February,2025,"bar, grilled, dinner, late_night, non_veg"
95,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Cocktails,Amazing ambiance and even better food! The Cocktails was perfectly seasoned. A must visit in Majhitar.,4,positive,0.5651,Reviewer_0095,January,2023,"bar, grilled, dinner, late_night, non_veg"
96,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,BBQ,Decent place for budget dining. The BBQ was okay for the price. Not a memorable experience.,3,neutral,0.0447,Reviewer_0096,October,2025,"bar, grilled, dinner, late_night, non_veg"
97,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,"Clean restaurant, friendly owner, and delicious Fried Rice. Totally worth it. Loved every bite.",4,positive,0.3538,Reviewer_0097,July,2025,"bar, grilled, dinner, late_night, non_veg"
98,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,BBQ,Authentic taste of Indian right here in Majhitar. The BBQ was spot on. Very satisfied.,4,positive,0.8359,Reviewer_0098,August,2023,"bar, grilled, dinner, late_night, non_veg"
99,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Grilled Chicken,The food quality is excellent. Had Grilled Chicken and it was one of the best I've tasted in Sikkim.,4,positive,0.6333,Reviewer_0099,June,2025,"bar, grilled, dinner, late_night, non_veg"
100,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Cocktails,Super tasty food! The Cocktails was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.4573,Reviewer_0100,October,2022,"bar, grilled, dinner, late_night, non_veg"
101,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Grilled Chicken,Decent place for budget dining. The Grilled Chicken was okay for the price. Not a memorable experience.,3,neutral,0.1459,Reviewer_0101,November,2025,"bar, grilled, dinner, late_night, non_veg"
102,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Momos,Wonderful experience. The Momos was delicious and the staff was very friendly and helpful.,4,positive,0.9135,Reviewer_0102,May,2025,"bar, grilled, dinner, late_night, non_veg"
103,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,Visited with family and everyone loved it. The Fried Rice was fresh and tasty. Good value for money.,4,positive,0.4876,Reviewer_0103,July,2024,"bar, grilled, dinner, late_night, non_veg"
104,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Grilled Chicken,Decent place for budget dining. The Grilled Chicken was okay for the price. Not a memorable experience.,3,neutral,-0.0239,Reviewer_0104,January,2022,"bar, grilled, dinner, late_night, non_veg"
105,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Grilled Chicken,Visited with family and everyone loved it. The Grilled Chicken was fresh and tasty. Good value for money.,4,positive,0.4957,Reviewer_0105,January,2023,"bar, grilled, dinner, late_night, non_veg"
106,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,BBQ,Great place to stop while traveling to Gangtok. The BBQ here is amazing. Will visit again.,4,positive,0.8955,Reviewer_0106,April,2023,"bar, grilled, dinner, late_night, non_veg"
107,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,BBQ,"Clean restaurant, friendly owner, and delicious BBQ. Totally worth it. Loved every bite.",5,positive,0.7851,Reviewer_0107,August,2024,"bar, grilled, dinner, late_night, non_veg"
108,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,BBQ,We were a group of travelers and everyone enjoyed the meal. BBQ was the highlight. Great service.,4,positive,0.5898,Reviewer_0108,March,2024,"bar, grilled, dinner, late_night, non_veg"
109,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,Best Bar food in Majhitar! The Fried Rice was cooked to perfection. Highly recommend.,4,positive,0.7261,Reviewer_0109,July,2023,"bar, grilled, dinner, late_night, non_veg"
110,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Momos,Best Chinese food in Majhitar! The Momos was cooked to perfection. Highly recommend.,4,positive,0.7349,Reviewer_0110,December,2024,"bar, grilled, dinner, late_night, non_veg"
111,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,BBQ,Service was terrible and the BBQ was lukewarm. The restaurant clearly doesn't care about quality.,2,negative,-0.3153,Reviewer_0111,June,2025,"bar, grilled, dinner, late_night, non_veg"
112,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,BBQ,Such a hidden gem in Majhitar! The BBQ blew my mind. Prices are reasonable too.,4,positive,0.5909,Reviewer_0112,January,2025,"bar, grilled, dinner, late_night, non_veg"
113,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Cocktails,Loved the cozy atmosphere and the delicious Cocktails. The owner was very accommodating.,4,positive,0.6686,Reviewer_0113,November,2025,"bar, grilled, dinner, late_night, non_veg"
114,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Momos,Super tasty food! The Momos was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.4494,Reviewer_0114,October,2025,"bar, grilled, dinner, late_night, non_veg"
115,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,BBQ,"Clean restaurant, friendly owner, and delicious BBQ. Totally worth it. Loved every bite.",4,positive,0.6331,Reviewer_0115,June,2023,"bar, grilled, dinner, late_night, non_veg"
116,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,Loved the cozy atmosphere and the delicious Fried Rice. The owner was very accommodating.,4,positive,0.9575,Reviewer_0116,April,2025,"bar, grilled, dinner, late_night, non_veg"
117,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Cocktails,The Cocktails was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.7467,Reviewer_0117,January,2025,"bar, grilled, dinner, late_night, non_veg"
118,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Momos,"Mixed experience. Some items like Momos were good, others were not so great.",3,neutral,-0.0591,Reviewer_0118,May,2024,"bar, grilled, dinner, late_night, non_veg"
119,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,The food quality is excellent. Had Fried Rice and it was one of the best I've tasted in Sikkim.,5,positive,0.9222,Reviewer_0119,September,2023,"bar, grilled, dinner, late_night, non_veg"
120,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Cocktails,Best Bar food in Majhitar! The Cocktails was cooked to perfection. Highly recommend.,4,positive,0.5069,Reviewer_0120,September,2023,"bar, grilled, dinner, late_night, non_veg"
121,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Cocktails,Super tasty food! The Cocktails was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.6595,Reviewer_0121,January,2022,"bar, grilled, dinner, late_night, non_veg"
122,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Momos,The Momos was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,-0.0392,Reviewer_0122,November,2024,"bar, grilled, dinner, late_night, non_veg"
123,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,"Clean restaurant, friendly owner, and delicious Fried Rice. Totally worth it. Loved every bite.",5,positive,0.7098,Reviewer_0123,December,2024,"bar, grilled, dinner, late_night, non_veg"
124,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,"Mixed experience. Some items like Fried Rice were good, others were not so great.",3,neutral,0.2014,Reviewer_0124,May,2023,"bar, grilled, dinner, late_night, non_veg"
125,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,Best Chinese food in Majhitar! The Fried Rice was cooked to perfection. Highly recommend.,4,positive,0.8188,Reviewer_0125,December,2023,"bar, grilled, dinner, late_night, non_veg"
126,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Cocktails,Great place to stop while traveling to Gangtok. The Cocktails here is amazing. Will visit again.,5,positive,0.4907,Reviewer_0126,December,2024,"bar, grilled, dinner, late_night, non_veg"
127,Grill and Chill Bar and Restaurant,"Lower Majhitar Opposite Cottage, Majitar 737136","Chinese, Indian, Continental, Bar",mid-range,Fried Rice,Average food quality. The Fried Rice was edible but could be better. Service was acceptable.,3,neutral,0.2663,Reviewer_0127,June,2023,"bar, grilled, dinner, late_night, non_veg"
128,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,Absolutely loved the food here! The Grilled Fish was outstanding and the service was very quick.,4,positive,0.8102,Reviewer_0128,January,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
129,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,Authentic taste of Multi-cuisine right here in Majhitar. The Grilled Fish was spot on. Very satisfied.,5,positive,0.5399,Reviewer_0129,August,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
130,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Loved the cozy atmosphere and the delicious Thali. The owner was very accommodating.,4,positive,0.358,Reviewer_0130,August,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
131,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,"Mixed experience. Some items like Pasta were good, others were not so great.",3,neutral,-0.0578,Reviewer_0131,August,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
132,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Loved the cozy atmosphere and the delicious Desserts. The owner was very accommodating.,5,positive,0.3925,Reviewer_0132,October,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
133,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Wonderful experience. The Cheesecake was delicious and the staff was very friendly and helpful.,4,positive,0.447,Reviewer_0133,February,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
134,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Best Multi-cuisine food in Majhitar! The Desserts was cooked to perfection. Highly recommend.,5,positive,0.7127,Reviewer_0134,October,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
135,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,We were a group of travelers and everyone enjoyed the meal. Desserts was the highlight. Great service.,4,positive,0.6897,Reviewer_0135,May,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
136,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,The food quality is excellent. Had Pasta and it was one of the best I've tasted in Sikkim.,5,positive,0.7196,Reviewer_0136,December,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
137,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,We were a group of travelers and everyone enjoyed the meal. Grilled Fish was the highlight. Great service.,4,positive,0.4851,Reviewer_0137,November,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
138,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Wonderful experience. The Cheesecake was delicious and the staff was very friendly and helpful.,4,positive,0.5059,Reviewer_0138,March,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
139,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Amazing ambiance and even better food! The Cheesecake was perfectly seasoned. A must visit in Majhitar.,5,positive,0.6428,Reviewer_0139,May,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
140,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Great place to stop while traveling to Gangtok. The Thali here is amazing. Will visit again.,4,positive,0.5373,Reviewer_0140,August,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
141,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Such a hidden gem in Majhitar! The Thali blew my mind. Prices are reasonable too.,5,positive,0.5017,Reviewer_0141,October,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
142,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,Amazing ambiance and even better food! The Grilled Fish was perfectly seasoned. A must visit in Majhitar.,5,positive,0.4246,Reviewer_0142,March,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
143,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,It was an okay experience. The Grilled Fish tasted average. Good enough for a roadside stop.,3,neutral,-0.1143,Reviewer_0143,October,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
144,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,"Clean restaurant, friendly owner, and delicious Thali. Totally worth it. Loved every bite.",5,positive,0.4308,Reviewer_0144,July,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
145,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Authentic taste of Continental right here in Majhitar. The Desserts was spot on. Very satisfied.,5,positive,0.701,Reviewer_0145,October,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
146,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Excellent food and good portion sizes. The Thali was filling and flavorful. Will definitely return.,5,positive,0.6308,Reviewer_0146,May,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
147,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Best Multi-cuisine food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,4,positive,0.4988,Reviewer_0147,January,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
148,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,The Grilled Fish was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.3762,Reviewer_0148,September,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
149,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Excellent food and good portion sizes. The Cheesecake was filling and flavorful. Will definitely return.,5,positive,0.5308,Reviewer_0149,November,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
150,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Best Indian food in Majhitar! The Desserts was cooked to perfection. Highly recommend.,5,positive,0.6555,Reviewer_0150,June,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
151,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Loved the cozy atmosphere and the delicious Desserts. The owner was very accommodating.,5,positive,0.4545,Reviewer_0151,August,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
152,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Such a hidden gem in Majhitar! The Cheesecake blew my mind. Prices are reasonable too.,5,positive,0.9644,Reviewer_0152,August,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
153,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,Visited with family and everyone loved it. The Pasta was fresh and tasty. Good value for money.,4,positive,0.5141,Reviewer_0153,September,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
154,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Such a hidden gem in Majhitar! The Desserts blew my mind. Prices are reasonable too.,5,positive,0.9151,Reviewer_0154,January,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
155,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Authentic taste of Multi-cuisine right here in Majhitar. The Desserts was spot on. Very satisfied.,5,positive,0.5852,Reviewer_0155,August,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
156,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,Great place to stop while traveling to Gangtok. The Grilled Fish here is amazing. Will visit again.,4,positive,0.5236,Reviewer_0156,August,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
157,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Best Continental food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,5,positive,0.3688,Reviewer_0157,December,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
158,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,The food quality is excellent. Had Cheesecake and it was one of the best I've tasted in Sikkim.,5,positive,0.708,Reviewer_0158,February,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
159,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Loved the cozy atmosphere and the delicious Desserts. The owner was very accommodating.,4,positive,0.9434,Reviewer_0159,November,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
160,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,"Clean restaurant, friendly owner, and delicious Thali. Totally worth it. Loved every bite.",5,positive,0.9562,Reviewer_0160,December,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
161,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Amazing ambiance and even better food! The Desserts was perfectly seasoned. A must visit in Majhitar.,4,positive,0.8926,Reviewer_0161,August,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
162,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Amazing ambiance and even better food! The Cheesecake was perfectly seasoned. A must visit in Majhitar.,5,positive,0.4739,Reviewer_0162,December,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
163,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Loved the cozy atmosphere and the delicious Desserts. The owner was very accommodating.,5,positive,0.3954,Reviewer_0163,September,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
164,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Loved the cozy atmosphere and the delicious Thali. The owner was very accommodating.,4,positive,0.3517,Reviewer_0164,October,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
165,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Loved the cozy atmosphere and the delicious Cheesecake. The owner was very accommodating.,5,positive,0.4466,Reviewer_0165,June,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
166,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Authentic taste of Indian right here in Majhitar. The Desserts was spot on. Very satisfied.,5,positive,0.8459,Reviewer_0166,June,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
167,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Super tasty food! The Desserts was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.5052,Reviewer_0167,July,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
168,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Visited with family and everyone loved it. The Desserts was fresh and tasty. Good value for money.,5,positive,0.8341,Reviewer_0168,November,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
169,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,"Clean restaurant, friendly owner, and delicious Grilled Fish. Totally worth it. Loved every bite.",4,positive,0.9771,Reviewer_0169,October,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
170,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Loved the cozy atmosphere and the delicious Desserts. The owner was very accommodating.,4,positive,0.4152,Reviewer_0170,September,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
171,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Absolutely loved the food here! The Desserts was outstanding and the service was very quick.,4,positive,0.8196,Reviewer_0171,March,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
172,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,"Clean restaurant, friendly owner, and delicious Thali. Totally worth it. Loved every bite.",4,positive,0.858,Reviewer_0172,October,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
173,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Such a hidden gem in Majhitar! The Thali blew my mind. Prices are reasonable too.,4,positive,0.4022,Reviewer_0173,September,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
174,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Visited with family and everyone loved it. The Desserts was fresh and tasty. Good value for money.,5,positive,0.7574,Reviewer_0174,January,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
175,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Great place to stop while traveling to Gangtok. The Thali here is amazing. Will visit again.,5,positive,0.7603,Reviewer_0175,December,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view"
