review_id,restaurant_name,address,cuisine,price_range,dish_mentioned,review_text,rating,sentiment_label,sentiment_score,reviewer,visit_month,visit_year,tags,cleaned_text,filtered_text,review_length,word_count,char_count,avg_word_length,exclamation_count,question_count,positive_word_count,negative_word_count,sentiment_word_ratio,has_negation
132,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Loved the cozy atmosphere and the delicious Desserts. The owner was very accommodating.,5,positive,0.3925,Reviewer_0132,October,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",loved the cozy atmosphere and the delicious desserts the owner was very accommodating,loved cozy atmosphere delicious desserts owner accommodating,87,13,85,5.615384615384615,0,0,2,0,0.15384615384615385,0
133,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Wonderful experience. The Cheesecake was delicious and the staff was very friendly and helpful.,4,positive,0.447,Reviewer_0133,February,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",wonderful experience the cheesecake was delicious and the staff was very friendly and helpful,wonderful experience cheesecake delicious staff friendly helpful,95,14,93,5.714285714285714,0,0,2,0,0.14285714285714285,0
134,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Best Multi-cuisine food in Majhitar! The Desserts was cooked to perfection. Highly recommend.,5,positive,0.7127,Reviewer_0134,October,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",best multi cuisine food in majhitar the desserts was cooked to perfection highly recommend,best multi cuisine food majhitar desserts cooked perfection highly recommend,93,14,90,5.5,1,0,2,0,0.14285714285714285,0
135,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,We were a group of travelers and everyone enjoyed the meal. Desserts was the highlight. Great service.,4,positive,0.6897,Reviewer_0135,May,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view",we were a group of travelers and everyone enjoyed the meal desserts was the highlight great service,group travelers everyone enjoyed meal desserts highlight great service,102,17,99,4.882352941176471,0,0,1,0,0.058823529411764705,0
136,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,The food quality is excellent. Had Pasta and it was one of the best I've tasted in Sikkim.,5,positive,0.7196,Reviewer_0136,December,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",the food quality is excellent had pasta and it was one of the best i have tasted in sikkim,food quality excellent pasta one best tasted sikkim,90,19,90,3.789473684210526,0,0,2,0,0.10526315789473684,0
137,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,We were a group of travelers and everyone enjoyed the meal. Grilled Fish was the highlight. Great service.,4,positive,0.4851,Reviewer_0137,November,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",we were a group of travelers and everyone enjoyed the meal grilled fish was the highlight great service,group travelers everyone enjoyed meal grilled fish highlight great service,106,18,103,4.777777777777778,0,0,1,0,0.05555555555555555,0
139,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Amazing ambiance and even better food! The Cheesecake was perfectly seasoned. A must visit in Majhitar.,5,positive,0.6428,Reviewer_0139,May,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",amazing ambiance and even better food the cheesecake was perfectly seasoned a must visit in majhitar,amazing ambiance even better food cheesecake perfectly seasoned must visit majhitar,103,16,100,5.3125,1,0,1,0,0.0625,0
140,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Great place to stop while traveling to Gangtok. The Thali here is amazing. Will visit again.,4,positive,0.5373,Reviewer_0140,August,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",great place to stop while traveling to gangtok the thali here is amazing will visit again,great place stop traveling gangtok thali amazing visit,92,16,89,4.625,0,0,2,0,0.125,0
141,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Such a hidden gem in Majhitar! The Thali blew my mind. Prices are reasonable too.,5,positive,0.5017,Reviewer_0141,October,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",such a hidden gem in majhitar the thali blew my mind prices are reasonable too,hidden gem majhitar thali blew mind prices reasonable,81,15,78,4.266666666666667,1,0,0,0,0.0,0
142,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,Amazing ambiance and even better food! The Grilled Fish was perfectly seasoned. A must visit in Majhitar.,5,positive,0.4246,Reviewer_0142,March,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",amazing ambiance and even better food the grilled fish was perfectly seasoned a must visit in majhitar,amazing ambiance even better food grilled fish perfectly seasoned must visit majhitar,105,17,102,5.0588235294117645,1,0,1,0,0.058823529411764705,0
143,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,It was an okay experience. The Grilled Fish tasted average. Good enough for a roadside stop.,3,neutral,-0.1143,Reviewer_0143,October,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",it was an okay experience the grilled fish tasted average good enough for a roadside stop,okay experience grilled fish tasted average good enough roadside stop,92,16,89,4.625,0,0,0,0,0.0,0
144,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,"Clean restaurant, friendly owner, and delicious Thali. Totally worth it. Loved every bite.",5,positive,0.4308,Reviewer_0144,July,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",clean restaurant friendly owner and delicious thali totally worth it loved every bite,clean restaurant friendly owner delicious thali totally worth loved every bite,90,13,85,5.615384615384615,0,0,2,0,0.15384615384615385,0
145,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Authentic taste of Continental right here in Majhitar. The Desserts was spot on. Very satisfied.,5,positive,0.701,Reviewer_0145,October,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",authentic taste of continental right here in majhitar the desserts was spot on very satisfied,authentic taste continental right majhitar desserts spot satisfied,96,15,93,5.266666666666667,0,0,2,0,0.13333333333333333,0
146,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Excellent food and good portion sizes. The Thali was filling and flavorful. Will definitely return.,5,positive,0.6308,Reviewer_0146,May,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",excellent food and good portion sizes the thali was filling and flavorful will definitely return,excellent food good portion sizes thali filling flavorful definitely return,99,15,96,5.466666666666667,0,0,2,0,0.13333333333333333,0
147,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Best Multi-cuisine food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,4,positive,0.4988,Reviewer_0147,January,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",best multi cuisine food in majhitar the cheesecake was cooked to perfection highly recommend,best multi cuisine food majhitar cheesecake cooked perfection highly recommend,95,14,92,5.642857142857143,1,0,2,0,0.14285714285714285,0
148,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,The Grilled Fish was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.3762,Reviewer_0148,September,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view",the grilled fish was so good we ordered twice service was fast and the staff was welcoming,grilled fish good ordered twice service fast staff welcoming,92,17,90,4.352941176470588,1,0,0,0,0.0,0
149,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Excellent food and good portion sizes. The Cheesecake was filling and flavorful. Will definitely return.,5,positive,0.5308,Reviewer_0149,November,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view",excellent food and good portion sizes the cheesecake was filling and flavorful will definitely return,excellent food good portion sizes cheesecake filling flavorful definitely return,104,15,101,5.8,0,0,2,0,0.13333333333333333,0
150,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Best Indian food in Majhitar! The Desserts was cooked to perfection. Highly recommend.,5,positive,0.6555,Reviewer_0150,June,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",best indian food in majhitar the desserts was cooked to perfection highly recommend,best indian food majhitar desserts cooked perfection highly recommend,86,13,83,5.461538461538462,1,0,2,0,0.15384615384615385,0
152,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Such a hidden gem in Majhitar! The Cheesecake blew my mind. Prices are reasonable too.,5,positive,0.9644,Reviewer_0152,August,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",such a hidden gem in majhitar the cheesecake blew my mind prices are reasonable too,hidden gem majhitar cheesecake blew mind prices reasonable,86,15,83,4.6,1,0,0,0,0.0,0
153,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,Visited with family and everyone loved it. The Pasta was fresh and tasty. Good value for money.,4,positive,0.5141,Reviewer_0153,September,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",visited with family and everyone loved it the pasta was fresh and tasty good value for money,visited family everyone loved pasta fresh tasty good value money,95,17,92,4.470588235294118,0,0,3,0,0.17647058823529413,0
154,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Such a hidden gem in Majhitar! The Desserts blew my mind. Prices are reasonable too.,5,positive,0.9151,Reviewer_0154,January,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",such a hidden gem in majhitar the desserts blew my mind prices are reasonable too,hidden gem majhitar desserts blew mind prices reasonable,84,15,81,4.466666666666667,1,0,0,0,0.0,0
155,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Authentic taste of Multi-cuisine right here in Majhitar. The Desserts was spot on. Very satisfied.,5,positive,0.5852,Reviewer_0155,August,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",authentic taste of multi cuisine right here in majhitar the desserts was spot on very satisfied,authentic taste multi cuisine right majhitar desserts spot satisfied,98,16,95,5.0,0,0,2,0,0.125,0
156,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,Great place to stop while traveling to Gangtok. The Grilled Fish here is amazing. Will visit again.,4,positive,0.5236,Reviewer_0156,August,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view",great place to stop while traveling to gangtok the grilled fish here is amazing will visit again,great place stop traveling gangtok grilled fish amazing visit,99,17,96,4.705882352941177,0,0,2,0,0.11764705882352941,0
157,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Best Continental food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,5,positive,0.3688,Reviewer_0157,December,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",best continental food in majhitar the cheesecake was cooked to perfection highly recommend,best continental food majhitar cheesecake cooked perfection highly recommend,93,13,90,6.0,1,0,2,0,0.15384615384615385,0
158,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,The food quality is excellent. Had Cheesecake and it was one of the best I've tasted in Sikkim.,5,positive,0.708,Reviewer_0158,February,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",the food quality is excellent had cheesecake and it was one of the best i have tasted in sikkim,food quality excellent cheesecake one best tasted sikkim,95,19,95,4.052631578947368,0,0,2,0,0.10526315789473684,0
161,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Amazing ambiance and even better food! The Desserts was perfectly seasoned. A must visit in Majhitar.,4,positive,0.8926,Reviewer_0161,August,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",amazing ambiance and even better food the desserts was perfectly seasoned a must visit in majhitar,amazing ambiance even better food desserts perfectly seasoned must visit majhitar,101,16,98,5.1875,1,0,1,0,0.0625,0
165,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Loved the cozy atmosphere and the delicious Cheesecake. The owner was very accommodating.,5,positive,0.4466,Reviewer_0165,June,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",loved the cozy atmosphere and the delicious cheesecake the owner was very accommodating,loved cozy atmosphere delicious cheesecake owner accommodating,89,13,87,5.769230769230769,0,0,2,0,0.15384615384615385,0
166,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Authentic taste of Indian right here in Majhitar. The Desserts was spot on. Very satisfied.,5,positive,0.8459,Reviewer_0166,June,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",authentic taste of indian right here in majhitar the desserts was spot on very satisfied,authentic taste indian right majhitar desserts spot satisfied,91,15,88,4.933333333333334,0,0,2,0,0.13333333333333333,0
167,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Super tasty food! The Desserts was rich in flavors. Perfect stop for hungry travelers on NH10.,5,positive,0.5052,Reviewer_0167,July,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",super tasty food the desserts was rich in flavors perfect stop for hungry travelers on nh10,super tasty food desserts rich flavors perfect stop hungry travelers nh10,94,16,91,4.75,1,0,3,0,0.1875,0
168,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Visited with family and everyone loved it. The Desserts was fresh and tasty. Good value for money.,5,positive,0.8341,Reviewer_0168,November,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",visited with family and everyone loved it the desserts was fresh and tasty good value for money,visited family everyone loved desserts fresh tasty good value money,98,17,95,4.647058823529412,0,0,3,0,0.17647058823529413,0
169,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,"Clean restaurant, friendly owner, and delicious Grilled Fish. Totally worth it. Loved every bite.",4,positive,0.9771,Reviewer_0169,October,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",clean restaurant friendly owner and delicious grilled fish totally worth it loved every bite,clean restaurant friendly owner delicious grilled fish totally worth loved every bite,97,14,92,5.642857142857143,0,0,2,0,0.14285714285714285,0
171,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Absolutely loved the food here! The Desserts was outstanding and the service was very quick.,4,positive,0.8196,Reviewer_0171,March,2022,"fine_dining, spa_resort, desserts, cheesy, scenic_view",absolutely loved the food here the desserts was outstanding and the service was very quick,absolutely loved food desserts outstanding service quick,92,15,90,5.066666666666666,1,0,2,0,0.13333333333333333,0
176,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,Amazing ambiance and even better food! The Pasta was perfectly seasoned. A must visit in Majhitar.,5,positive,0.9859,Reviewer_0176,March,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",amazing ambiance and even better food the pasta was perfectly seasoned a must visit in majhitar,amazing ambiance even better food pasta perfectly seasoned must visit majhitar,98,16,95,5.0,1,0,1,0,0.0625,0
178,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Grilled Fish,Visited with family and everyone loved it. The Grilled Fish was fresh and tasty. Good value for money.,5,positive,0.6299,Reviewer_0178,July,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",visited with family and everyone loved it the grilled fish was fresh and tasty good value for money,visited family everyone loved grilled fish fresh tasty good value money,102,18,99,4.555555555555555,0,0,3,0,0.16666666666666666,0
181,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Pasta,"Clean restaurant, friendly owner, and delicious Pasta. Totally worth it. Loved every bite.",5,positive,0.516,Reviewer_0181,May,2023,"fine_dining, spa_resort, desserts, cheesy, scenic_view",clean restaurant friendly owner and delicious pasta totally worth it loved every bite,clean restaurant friendly owner delicious pasta totally worth loved every bite,90,13,85,5.615384615384615,0,0,2,0,0.15384615384615385,0
182,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Best Multi-cuisine food in Majhitar! The Thali was cooked to perfection. Highly recommend.,4,positive,0.6371,Reviewer_0182,May,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view",best multi cuisine food in majhitar the thali was cooked to perfection highly recommend,best multi cuisine food majhitar thali cooked perfection highly recommend,90,14,87,5.285714285714286,1,0,2,0,0.14285714285714285,0
183,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Thali,Super tasty food! The Thali was rich in flavors. Perfect stop for hungry travelers on NH10.,4,positive,0.5126,Reviewer_0183,July,2025,"fine_dining, spa_resort, desserts, cheesy, scenic_view",super tasty food the thali was rich in flavors perfect stop for hungry travelers on nh10,super tasty food thali rich flavors perfect stop hungry travelers nh10,91,16,88,4.5625,1,0,3,0,0.1875,0
184,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Cheesecake,Best Indian food in Majhitar! The Cheesecake was cooked to perfection. Highly recommend.,5,positive,0.5042,Reviewer_0184,October,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",best indian food in majhitar the cheesecake was cooked to perfection highly recommend,best indian food majhitar cheesecake cooked perfection highly recommend,88,13,85,5.615384615384615,1,0,2,0,0.15384615384615385,0
186,Frangipani Restaurant (Pal Grove Suites),"Pal Grove Suites Inn & Spa, Majhitar, Sikkim","Continental, Indian, Multi-cuisine",premium,Desserts,Excellent food and good portion sizes. The Desserts was filling and flavorful. Will definitely return.,5,positive,0.7442,Reviewer_0186,April,2024,"fine_dining, spa_resort, desserts, cheesy, scenic_view",excellent food and good portion sizes the desserts was filling and flavorful will definitely return,excellent food good portion sizes desserts filling flavorful definitely return,102,15,99,5.666666666666667,0,0,2,0,0.13333333333333333,0
187,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Such a hidden gem in Majhitar! The Gundruk blew my mind. Prices are reasonable too.,4,positive,0.4736,Reviewer_0187,December,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast",such a hidden gem in majhitar the gundruk blew my mind prices are reasonable too,hidden gem majhitar gundruk blew mind prices reasonable,83,15,80,4.4,1,0,0,0,0.0,0
188,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Such a hidden gem in Majhitar! The Momos blew my mind. Prices are reasonable too.,4,positive,0.4132,Reviewer_0188,August,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast",such a hidden gem in majhitar the momos blew my mind prices are reasonable too,hidden gem majhitar momos blew mind prices reasonable,81,15,78,4.266666666666667,1,0,0,0,0.0,0
189,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Average restaurant. The Thukpa was okay. Clean place but the food was nothing to write home about.,3,neutral,0.0324,Reviewer_0189,May,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast",average restaurant the thukpa was okay clean place but the food was nothing to write home about,average restaurant thukpa okay clean place food nothing write home,98,17,95,4.647058823529412,0,0,0,0,0.0,0
190,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Decent place for budget dining. The Thukpa was okay for the price. Not a memorable experience.,3,neutral,-0.0622,Reviewer_0190,June,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast",decent place for budget dining the thukpa was okay for the price not a memorable experience,decent place budget dining thukpa okay price memorable experience,94,16,91,4.75,0,0,0,0,0.0,1
191,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,Loved the cozy atmosphere and the delicious Dal Bhat. The owner was very accommodating.,4,positive,0.457,Reviewer_0191,December,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast",loved the cozy atmosphere and the delicious dal bhat the owner was very accommodating,loved cozy atmosphere delicious dal bhat owner accommodating,87,14,85,5.142857142857143,0,0,2,0,0.14285714285714285,0
192,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,We were a group of travelers and everyone enjoyed the meal. Momos was the highlight. Great service.,4,positive,0.4249,Reviewer_0192,April,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast",we were a group of travelers and everyone enjoyed the meal momos was the highlight great service,group travelers everyone enjoyed meal momos highlight great service,99,17,96,4.705882352941177,0,0,1,0,0.058823529411764705,0
193,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,Loved the cozy atmosphere and the delicious Gundruk. The owner was very accommodating.,4,positive,0.873,Reviewer_0193,July,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast",loved the cozy atmosphere and the delicious gundruk the owner was very accommodating,loved cozy atmosphere delicious gundruk owner accommodating,86,13,84,5.538461538461538,0,0,2,0,0.15384615384615385,0
194,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,The Dal Bhat was alright. Nothing special but satisfied the hunger. Service was average.,3,neutral,0.1183,Reviewer_0194,November,2024,"local_cuisine, authentic, vegetarian_friendly, breakfast",the dal bhat was alright nothing special but satisfied the hunger service was average,dal bhat alright nothing special satisfied hunger service average,88,14,85,5.142857142857143,0,0,1,0,0.07142857142857142,0
195,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,The Gundruk was so good we ordered twice! Service was fast and the staff was welcoming.,4,positive,0.5977,Reviewer_0195,November,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast",the gundruk was so good we ordered twice service was fast and the staff was welcoming,gundruk good ordered twice service fast staff welcoming,87,16,85,4.375,1,0,0,0,0.0,0
196,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,"Clean restaurant, friendly owner, and delicious Chowmein. Totally worth it. Loved every bite.",4,positive,0.3663,Reviewer_0196,October,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast",clean restaurant friendly owner and delicious chowmein totally worth it loved every bite,clean restaurant friendly owner delicious chowmein totally worth loved every bite,93,13,88,5.846153846153846,0,0,2,0,0.15384615384615385,0
197,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Dal Bhat,Average food quality. The Dal Bhat was edible but could be better. Service was acceptable.,3,neutral,0.1677,Reviewer_0197,May,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast",average food quality the dal bhat was edible but could be better service was acceptable,average food quality dal bhat edible better service acceptable,90,15,87,4.866666666666666,0,0,0,0,0.0,0
198,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Best Indian food in Majhitar! The Momos was cooked to perfection. Highly recommend.,4,positive,0.4409,Reviewer_0198,August,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast",best indian food in majhitar the momos was cooked to perfection highly recommend,best indian food majhitar momos cooked perfection highly recommend,83,13,80,5.230769230769231,1,0,2,0,0.15384615384615385,0
199,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,Best Sikkimese food in Majhitar! The Chowmein was cooked to perfection. Highly recommend.,4,positive,0.5026,Reviewer_0199,July,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast",best sikkimese food in majhitar the chowmein was cooked to perfection highly recommend,best sikkimese food majhitar chowmein cooked perfection highly recommend,89,13,86,5.6923076923076925,1,0,2,0,0.15384615384615385,0
200,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Chowmein,"Mixed experience. Some items like Chowmein were good, others were not so great.",3,neutral,0.1852,Reviewer_0200,October,2023,"local_cuisine, authentic, vegetarian_friendly, breakfast",mixed experience some items like chowmein were good others were not so great,mixed experience items like chowmein good others great,79,13,76,4.923076923076923,0,0,1,0,0.07692307692307693,1
201,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Momos,Excellent food and good portion sizes. The Momos was filling and flavorful. Will definitely return.,4,positive,0.6197,Reviewer_0201,October,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast",excellent food and good portion sizes the momos was filling and flavorful will definitely return,excellent food good portion sizes momos filling flavorful definitely return,99,15,96,5.466666666666667,0,0,2,0,0.13333333333333333,0
202,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Gundruk,The food quality is excellent. Had Gundruk and it was one of the best I've tasted in Sikkim.,4,positive,0.3713,Reviewer_0202,August,2025,"local_cuisine, authentic, vegetarian_friendly, breakfast",the food quality is excellent had gundruk and it was one of the best i have tasted in sikkim,food quality excellent gundruk one best tasted sikkim,92,19,92,3.8947368421052633,0,0,2,0,0.10526315789473684,0
204,Hotel New Sikkim Restaurant,"NH10 Main Road, Majhitar, Sikkim","Sikkimese, Indian, Tibetan",budget,Thukpa,Absolutely loved the food here! The Thukpa was outstanding and the service was very quick.,5,positive,0.6088,Reviewer_0204,August,2022,"local_cuisine, authentic, vegetarian_friendly, breakfast",absolutely loved the food here the thukpa was outstanding and the service was very quick,absolutely loved food thukpa outstanding service quick,90,15,88,4.933333333333334,1,0,2,0,0.13333333333333333,0
